id,year,issue_d,final_d,emp_length_int,home_ownership,income_category,annual_inc,income_cat,loan_amount,term,term_cat,application_type,purpose,purpose_cat,interest_payments,loan_condition,interest_rate,grade,grade_cat,dti,total_pymnt,total_rec_prncp,recoveries,installment,region
26239713,2014,01/09/2014,1012016,10,RENT,Low,17200,1,6000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,23.43,F,6,5.23,3737.76,2162.74,0,233.61,leinster
10080087,2014,01/09/2014,1102015,10,MORTGAGE,Low,75000,1,24000, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,20.99,E,5,18.67,29275.4,24000,0,649.15,leinster
26219504,2014,01/09/2014,1012016,10,MORTGAGE,Low,60000,1,3000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,23.43,F,6,21.44,1868.96,1081.46,0,116.81,leinster
25157986,2014,01/09/2014,1012016,7,MORTGAGE,Low,65000,1,18500, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,18.99,E,5,16.54,7676.8,3375.42,0,479.8,leinster
26169429,2014,01/09/2014,1012016,10,RENT,Low,50000,1,18975, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,14.99,C,3,14.67,10523.04,7399.44,0,657.69,Northern-Irl
26409311,2014,01/09/2014,1102014,4,OWN,Low,63000,1,4200, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,18.24,D,4,21.35,4263.84,4200,0,152.35,ulster
26027781,2014,01/09/2014,1012016,10,RENT,Low,40000,1,6500, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,16.29,D,4,13.41,3671.36,2504.85,0,229.46,Northern-Irl
26318615,2014,01/09/2014,1012016,2,RENT,Medium,105000,2,8400, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,23.43,F,6,8.81,5232.8,3027.77,0,327.05,Northern-Irl
26178118,2014,01/09/2014,1062015,3,RENT,Low,60000,1,19950, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,26.06,G,7,12.66,21658.46,19949.99,0,598.03,leinster
26327757,2014,01/09/2014,1112015,2,RENT,Low,58000,1,3625, 36 months,1,INDIVIDUAL,house,12,High,Bad Loan,25.83,G,7,2.15,2040.22,1092.56,0,145.73,ulster
26317763,2014,01/08/2014,1052015,3,MORTGAGE,Low,72000,1,10000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,17.57,D,4,17.3,11193.57,10000,0,359.38,munster
26367663,2014,01/09/2014,1012016,1,RENT,Low,40000,1,15000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,12.49,B,2,19.21,8027.84,5983.21,0,501.74,munster
25927630,2014,01/09/2014,1112015,0.5,RENT,Low,36000,1,11500, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,19.52,E,5,9.53,13180.53,11500,0,424.58,cannught
24055393,2014,01/08/2014,1042015,4,RENT,Low,48000,1,10000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,19.52,E,5,0.88,11185.75,10000,0,369.2,Northern-Irl
26147521,2014,01/09/2014,1012016,10,OWN,Low,30000,1,13500, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,14.99,C,3,27.6,7486.72,5264.39,0,467.92,ulster
25287754,2014,01/08/2014,1012015,10,RENT,Low,70000,1,13475, 36 months,1,INDIVIDUAL,house,12,High,Bad Loan,20.99,E,5,25.72,4344.9,1116.51,2289.08,507.61,leinster
26037204,2014,01/08/2014,1122015,0.5,RENT,Low,50000,1,6000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,12.49,B,2,21.84,3211.2,2393.35,0,200.7,leinster
25737293,2014,01/08/2014,1122015,10,RENT,Low,60000,1,19150, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,23.43,F,6,17.94,8713.44,3169.76,0,544.59,ulster
25487067,2014,01/08/2014,1122015,2,OWN,Low,55000,1,4875, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,24.99,F,6,14.53,3100.96,1731.25,0,193.81,ulster
25897067,2014,01/08/2014,1032015,2,RENT,Low,38000,1,6400, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,12.99,C,3,21.16,6874.22,6400,0,215.62,ulster
25727099,2014,01/08/2014,1122015,3,RENT,Medium,180000,2,15000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,14.49,C,3,2.94,8260,5876.07,0,516.25,ulster
24826167,2014,01/08/2014,1122015,10,RENT,Low,83000,1,17450, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,11.67,B,2,15.2,9229.6,7011.78,0,576.85,cannught
25597023,2014,01/08/2014,1122015,5,MORTGAGE,Low,50000,1,4000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,16.29,D,4,26.28,2259.36,1541.51,0,141.21,ulster
25447191,2014,01/08/2014,1122014,10,RENT,Low,45000,1,13475, 36 months,1,INDIVIDUAL,house,12,High,Bad Loan,24.5,F,6,0.53,3475.46,787.14,1878.83,532.21,leinster
23853916,2014,01/08/2014,1112014,1,OWN,Low,60000,1,24000, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,14.99,C,3,5.9,24319.56,24000,0,570.84,leinster
25416894,2014,01/08/2014,1072015,6,OWN,Low,62000,1,14175, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,20.2,E,5,10.63,15247.58,14175,0,528.24,cannught
25297758,2014,01/08/2014,1112015,0.5,RENT,Low,75000,1,16000, 60 months,2,INDIVIDUAL,house,12,High,Bad Loan,18.99,E,5,10,5809.58,2510.68,0,414.97,Northern-Irl
25276879,2014,01/08/2014,1122015,4,OWN,Low,55000,1,22000, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,14.99,C,3,19.35,8372.32,4370.3,0,523.27,Northern-Irl
25156836,2014,01/09/2014,1012016,4,MORTGAGE,Medium,150000,2,35000, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,26.06,G,7,23,17056.74,5460.77,0,1049.17,ulster
24776817,2014,01/08/2014,1092014,4,RENT,Low,82600,1,25000, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,24.08,F,6,12.51,25501.66667,25000,0,720.37,Northern-Irl
24665617,2014,01/08/2014,1012016,2,RENT,Low,56700,1,19225, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,25.89,G,7,22.2,9189.76,3011.12,0,574.36,munster
25155972,2014,01/08/2014,1122015,10,RENT,Low,70000,1,10000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,12.49,B,2,13.19,5351.84,3988.75,0,334.49,cannught
25256257,2014,01/08/2014,1012015,10,MORTGAGE,Low,87000,1,1500, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,24.99,F,6,22.29,1663.29,1500,0,59.64,Northern-Irl
25156107,2014,01/08/2014,1122015,2,RENT,Low,82000,1,7500, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,11.67,B,2,15.1,3966.88,3013.66,0,247.93,cannught
23283161,2014,01/08/2014,1012016,1,RENT,Low,40000,1,1500, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,24.08,F,6,5.25,1101.64,711.79,0,58.92,Northern-Irl
22272837,2014,01/08/2014,1012016,1,MORTGAGE,Low,55000,1,13200, 36 months,1,INDIVIDUAL,house,12,High,Bad Loan,19.52,E,5,19.81,7797.44,4936.69,0,487.34,Northern-Irl
24606871,2014,01/08/2014,1122015,2,RENT,Low,48000,1,16000, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,15.61,D,4,30.78,6172.64,3137.4,0,385.79,leinster
22234621,2014,01/08/2014,1122015,4,OWN,Medium,140000,2,27325, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,16.99,D,4,19.06,15585.28,10461.97,0,974.08,cannught
24606505,2014,01/08/2014,1012016,6,RENT,Low,30000,1,10750, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,24.99,F,6,3.28,5362.99,1845.75,0,315.47,Northern-Irl
24184571,2014,01/08/2014,1112014,5,RENT,Low,85000,1,15475, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,25.57,F,6,12.55,15853.56,15475,0,619.96,munster
24706295,2014,01/08/2014,1062015,7,RENT,Medium,170000,2,10000, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,17.57,D,4,13.59,11465.73,10000,0,251.61,Northern-Irl
24796296,2014,01/08/2014,1012016,0.5,RENT,Low,57157,1,19425, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,25.83,G,7,20.43,9274.4,3046.65,0,579.65,leinster
24726194,2014,01/08/2014,1122015,5,RENT,Low,60000,1,21525, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,23.43,F,6,25.04,9794.08,3562.87,0,612.13,munster
24626042,2014,01/08/2014,1012016,10,MORTGAGE,Medium,130000,2,28000, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,25.57,F,6,10.68,14130.91,4746.14,0,831.23,Northern-Irl
20690437,2014,01/08/2014,1092015,1,RENT,Low,56650,1,11525, 36 months,1,INDIVIDUAL,house,12,High,Bad Loan,13.98,C,3,11.38,5119.27,3620.01,0,393.79,cannught
6528737,2014,01/08/2014,1112015,7,MORTGAGE,Medium,108000,2,18000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,18.99,E,5,19.52,21703.87,18000,0,659.72,leinster
24685461,2014,01/08/2014,1012016,6.05,MORTGAGE,Low,64884,1,10000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,10.99,B,2,15.79,5564.78,4315.39,0,327.34,cannught
22191284,2014,01/08/2014,1012016,6,RENT,Low,21000,1,7200, 36 months,1,INDIVIDUAL,house,12,High,Bad Loan,18.99,E,5,32.46,4222.24,2703.35,0,263.89,ulster
23543603,2014,01/08/2014,1012016,7,MORTGAGE,Low,97000,1,17600, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,23.43,F,6,11.49,8508.84,3127.13,0,500.52,cannught
24725004,2014,01/08/2014,1112015,10,RENT,Low,27000,1,9600, 36 months,1,INDIVIDUAL,house,12,High,Bad Loan,20.99,E,5,6.67,5424.6,3290.03,0,361.64,ulster
24154903,2014,01/08/2014,1012016,0.5,MORTGAGE,Low,60000,1,15000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,11.67,B,2,28.56,14429.62,12948.35,0,495.86,cannught
23935256,2014,01/08/2014,1012016,3,RENT,Low,90000,1,24925, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,24.5,F,6,23.65,16747.25,9549.84,0,984.44,leinster
24234805,2014,01/08/2014,1082015,4,RENT,Low,32000,1,9550, 36 months,1,INDIVIDUAL,house,12,High,Bad Loan,24.08,F,6,28.51,4500.96,2461.28,0,375.08,ulster
24304639,2014,01/08/2014,1012016,0.5,RENT,Low,52000,1,12000, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,18.99,E,5,29.36,8796.97,6487.95,0,311.23,munster
24184546,2014,01/08/2014,1012015,6.05,RENT,Low,25000,1,5000, 36 months,1,INDIVIDUAL,house,12,High,Bad Loan,16.99,D,4,16.18,891.2,552.67,0,178.24,Northern-Irl
24154452,2014,01/08/2014,1012016,3,RENT,Low,73000,1,7200, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,24.99,F,6,24.69,8579.84,6556.87,0,286.24,munster
24033878,2014,01/08/2014,1012016,10,RENT,Low,79000,1,4950, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,24.5,F,6,15.25,3323.67,1896.65,0,195.51,Northern-Irl
23856380,2014,01/08/2014,1012016,6,RENT,Low,65000,1,17550, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,20.99,E,5,29.38,11285.95,6941.06,0,661.11,leinster
3146454,2014,01/08/2014,1012016,7,RENT,Low,38000,1,13625, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,13.35,C,3,10.5,7843.63,5762.67,0,461.39,ulster
24024973,2014,01/08/2014,1122015,9,RENT,Low,92000,1,18000, 36 months,1,INDIVIDUAL,house,12,High,Bad Loan,19.52,E,5,3.34,7440.16,4438.73,0,664.56,leinster
24034147,2014,01/08/2014,1012015,3,RENT,Medium,130000,2,20000, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,16.99,D,4,15.8,21474.34,20000,0,496.95,Northern-Irl
23814568,2014,01/08/2014,1042015,9,RENT,Low,37000,1,11550, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,20.2,E,5,6.96,12995.7,11550,0,430.42,Northern-Irl
23814470,2014,01/08/2014,1052015,2,RENT,Low,50000,1,8000, 36 months,1,INDIVIDUAL,house,12,High,Bad Loan,13.98,C,3,9.75,2718.62,921.98,1251.87,273.35,ulster
23954224,2014,01/08/2014,1012016,1,RENT,Low,42000,1,14175, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,26.06,G,7,27.29,7223.47,2376.65,0,424.91,cannught
23914318,2014,01/08/2014,1012016,7,RENT,Low,32000,1,9600, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,24.08,F,6,26.62,6032.64,3438.86,0,377.04,leinster
20700536,2014,01/08/2014,1092015,6,MORTGAGE,Low,58000,1,10375, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,14.99,C,3,3.29,11861.98,10375,0,359.61,Northern-Irl
23994026,2014,01/08/2014,1012016,10,RENT,Low,90300,1,25000, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,15.61,D,4,13.22,10247.43,5243.41,0,602.79,Northern-Irl
23883949,2014,01/08/2014,1012016,8,RENT,Medium,114800,2,8000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,17.57,D,4,17.14,8887.5,7882.99,0,287.5,ulster
23973669,2014,01/08/2014,1022015,2,MORTGAGE,Low,70000,1,10000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,20.99,E,5,24.27,11020.78,10000,0,376.7,ulster
23903789,2014,01/08/2014,1062015,1,MORTGAGE,Low,60000,1,21525, 60 months,2,INDIVIDUAL,house,12,High,Bad Loan,24.5,F,6,12.66,5629.5,1817.73,0,625.5,munster
20712551,2014,01/08/2014,1122015,7,RENT,Medium,116000,2,8575, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,20.99,E,5,18.61,5168.32,3163.06,0,323.02,ulster
23953596,2014,01/08/2014,1092015,10,MORTGAGE,Medium,120000,2,35000, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,19.52,E,5,1.96,42094.15,35000,0,917.97,cannught
23873633,2014,01/08/2014,1012016,10,RENT,Low,60000,1,6000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,15.61,D,4,21.66,3566.43,2488.52,0,209.79,munster
23123557,2014,01/08/2014,1012016,5,MORTGAGE,Low,60000,1,20000, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,16.29,D,4,24.92,8320.65,4136.19,0,489.45,leinster
20419437,2014,01/08/2014,1012016,7,RENT,Low,65000,1,14250, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,18.24,D,4,16.64,6183.24,2829.56,0,363.72,ulster
18925855,2014,01/08/2014,1042015,4,RENT,Low,80000,1,25600, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,24.99,F,6,9.36,29962.88,25600,0,751.25,ulster
23193568,2014,01/07/2014,1012016,5,RENT,Medium,121000,2,15000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,16.99,D,4,16.98,9090.24,6146.75,0,534.72,munster
23153460,2014,01/07/2014,1012016,3,RENT,Low,76000,1,2000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,19.52,E,5,15.41,1255.28,801.47,0,73.84,Northern-Irl
23133320,2014,01/08/2014,1102014,1,OWN,Low,45000,1,12175, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,24.99,F,6,14.83,12679.93,12175,0,357.29,cannught
23163072,2014,01/08/2014,1012016,0.5,RENT,Low,55000,1,17550, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,19.52,E,5,9.56,11014.98,7032.77,0,647.94,Northern-Irl
23223190,2014,01/07/2014,1012016,1,MORTGAGE,Low,65000,1,5000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,13.98,C,3,21.51,2904.28,2103.25,0,170.84,Northern-Irl
22772792,2014,01/08/2014,1012016,2,RENT,Low,40000,1,7200, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,18.24,D,4,20.97,4439.89,2918.22,0,261.17,Northern-Irl
22912845,2014,01/07/2014,1122015,10,MORTGAGE,Medium,120000,2,30000, 36 months,1,INDIVIDUAL,house,12,High,Bad Loan,24.5,F,6,8.23,18958.08,10647.27,0,1184.88,cannught
22464524,2014,01/07/2014,1032015,5,MORTGAGE,Low,77000,1,21000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,22.15,E,5,33.82,23591.18,21000,0,803.64,leinster
22041620,2014,01/08/2014,1032015,7,OWN,Low,31400,1,11250, 60 months,2,INDIVIDUAL,house,12,High,Bad Loan,20.2,E,5,27.68,2095.17,809.52,0,299.31,Northern-Irl
22261957,2014,01/07/2014,1012016,4,MORTGAGE,Low,41000,1,7800, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,13.98,C,3,8.11,9075.94,7800,0,266.51,ulster
22443558,2014,01/07/2014,1122014,10,OWN,Low,82585,1,15600, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,25.8,G,7,14.46,16924.61058,15600,0,465.23,Northern-Irl
22473386,2014,01/07/2014,1012015,10,MORTGAGE,Medium,110000,2,10000, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,16.29,D,4,5.19,10663.76,10000,0,244.73,Northern-Irl
22241694,2014,01/07/2014,1062015,10,MORTGAGE,Low,35000,1,11850, 60 months,2,INDIVIDUAL,house,12,High,Bad Loan,25.8,G,7,11.18,3534,1087.35,0,353.4,Northern-Irl
22282797,2014,01/07/2014,1102015,5,MORTGAGE,Medium,115000,2,14400, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,15.61,D,4,28,17014.34,14400,0,347.21,ulster
22422532,2014,01/08/2014,1012016,7,RENT,Low,55000,1,18000, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,18.99,E,5,18.31,7936.28,3518.29,0,466.84,Northern-Irl
22031647,2014,01/07/2014,1122015,0.5,OWN,Low,44000,1,14025, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,24.5,F,6,20.68,6928.52,2434.2,0,407.56,munster
22242035,2014,01/07/2014,1092014,3,MORTGAGE,Low,38000,1,11375, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,26.06,G,7,11.66,11867.01382,11375,0,340.98,leinster
22181652,2014,01/07/2014,1112014,8,MORTGAGE,Low,100000,1,29975, 36 months,1,INDIVIDUAL,house,12,High,Bad Loan,26.06,G,7,10.13,6706.28,557.71,4288.94,1208.67,ulster
21971407,2014,01/07/2014,1072015,7,OWN,Low,35000,1,11550, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,19.52,E,5,17.28,13638.52,11550,0,302.93,cannught
21871186,2014,01/07/2014,1102014,10,MORTGAGE,Low,65000,1,3600, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,13.98,C,3,13.77,3697.35,3600,0,123.01,munster
20700804,2014,01/07/2014,1122015,2,MORTGAGE,Medium,160000,2,30000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,16.99,D,4,12.52,18180.48,12293.5,0,1069.44,munster
21700855,2014,01/07/2014,1012016,6.05,RENT,Low,40000,1,4200, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,16.99,D,4,16.53,2545.41,1721.25,0,149.73,leinster
21420286,2014,01/07/2014,1122015,0.5,MORTGAGE,Low,93100,1,30000, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,16.99,D,4,8.73,12672.14,6114.81,0,745.42,leinster
20067638,2014,01/07/2014,1072015,10,RENT,Low,50000,1,14375, 60 months,2,INDIVIDUAL,house,12,High,Bad Loan,24.99,F,6,23.28,5062.2,1650.5,0,421.85,cannught
20811456,2014,01/07/2014,1092015,0.5,MORTGAGE,Low,65000,1,11650, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,15.61,D,4,10.17,13539.9,11650,0,407.34,cannught
19106745,2014,01/07/2014,1012016,5,RENT,Low,28000,1,5000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,23.43,F,6,11.57,3504.24,2069.45,0,194.68,munster
21191005,2014,01/07/2014,1102015,0.5,RENT,Low,87000,1,29575, 60 months,2,INDIVIDUAL,house,12,High,Bad Loan,25.83,G,7,12.8,13237.8,4299.93,0,882.52,ulster
21341019,2014,01/07/2014,1082015,10,OWN,Low,95000,1,5000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,13.98,C,3,6.97,5665.09,5000,0,170.84,cannught
19646418,2014,01/07/2014,1122015,1,RENT,Low,50000,1,14975, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,25.89,G,7,23.01,7605.63,2520.4,0,447.39,cannught
21301140,2014,01/07/2014,1122015,2,OWN,Low,30000,1,7200, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,14.99,C,3,18.8,4242.52,3002.42,0,249.56,Northern-Irl
20398882,2014,01/07/2014,1022015,5,RENT,Low,32000,1,9575, 36 months,1,INDIVIDUAL,house,12,High,Bad Loan,23.43,F,6,15.39,2236.8,1170.96,0,372.8,cannught
21400449,2014,01/07/2014,1012016,5,RENT,Low,32000,1,11500, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,17.57,D,4,20.14,7439.04,5002.13,0,413.28,Northern-Irl
21240152,2014,01/07/2014,1012016,8,OWN,Low,40000,1,12000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,24.5,F,6,21.48,8531.28,4920.69,0,473.96,cannught
20549049,2014,01/07/2014,1012016,4,MORTGAGE,Low,76000,1,19000, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,20.2,E,5,15.41,9099.18,3866.17,0,505.51,cannught
21220308,2014,01/07/2014,1092015,0.5,RENT,Low,42000,1,10000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,11.67,B,2,11.89,11203.83,10000,0,330.57,cannught
21020201,2014,01/07/2014,1012016,10,OWN,Medium,101000,2,35000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,16.29,D,4,14.23,22239.36,15386.82,0,1235.52,Northern-Irl
21060824,2014,01/07/2014,1012016,1,RENT,Low,32032,1,3000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,16.99,D,4,20.79,1822.51,1229.46,0,106.95,leinster
10081147,2014,01/07/2014,1102014,8,RENT,Low,75000,1,11850, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,12.99,C,3,19.5,12225.9981,11850,0,399.22,Northern-Irl
21119741,2014,01/07/2014,1022015,3,RENT,Medium,120000,2,24000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,7.69,A,1,6.24,25105.41,24000,0,748.65,ulster
17944516,2014,01/07/2014,1122014,7,RENT,Low,67810,1,10500, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,23.43,F,6,12.58,11506.42926,10500,0,298.6,ulster
20731371,2014,01/07/2014,1012016,1,RENT,Low,25000,1,8950, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,15.61,D,4,22.8,5632.92,3956.91,0,312.94,munster
20701789,2014,01/07/2014,1012016,6,OWN,Low,38000,1,11200, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,16.29,D,4,34.37,7116.66,4923.86,0,395.37,leinster
20889416,2014,01/07/2014,1012016,0.5,RENT,Medium,156000,2,17100, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,14.49,C,3,9.1,10593.36,7630.06,0,588.52,ulster
20811632,2014,01/07/2014,1102015,3,RENT,Low,75000,1,3000, 36 months,1,INDIVIDUAL,house,12,High,Bad Loan,18.24,D,4,29.09,2452.92,1928.48,0,108.82,Northern-Irl
20711514,2014,01/07/2014,1012016,5,RENT,Medium,109564,2,16300, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,11.67,B,2,4.6,9698.94,7441.95,0,538.83,ulster
20780102,2014,01/07/2014,1122015,6.05,RENT,Low,25554,1,9600, 36 months,1,INDIVIDUAL,house,12,Low,Bad Loan,10.99,B,2,24.71,5379.35,4135.32,0,314.25,leinster
18955028,2014,01/07/2014,1012016,5,MORTGAGE,Medium,147000,2,16000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,19.52,E,5,10.9,10632.96,6846.5,0,590.72,munster
20700386,2014,01/07/2014,1012016,3,OWN,Low,29120,1,8725, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,24.5,F,6,16.25,6684.51,4097.95,0,344.61,Northern-Irl
20670418,2014,01/07/2014,1032015,8,RENT,Low,66900,1,4900, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,9.17,B,2,13.58,5182.75,4900,0,156.21,ulster
12245038,2014,01/07/2014,1082014,1,RENT,Low,53000,1,16100, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,20.2,E,5,18.46,16371.01667,16100,0,428.35,munster
20690162,2014,01/07/2014,1012016,9,RENT,Medium,116505,2,10575, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,24.08,F,6,6.83,7476.12,4352.16,0,415.34,ulster
20208477,2014,01/07/2014,1122015,7,RENT,Low,52500,1,10025, 36 months,1,INDIVIDUAL,house,12,High,Bad Loan,22.15,E,5,32.27,6536.88,3923.79,0,383.64,leinster
20780042,2014,01/07/2014,1072015,4,MORTGAGE,Low,50000,1,4625, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,24.99,F,6,1.44,5579.54,4625,0,183.87,Northern-Irl
14670855,2014,01/07/2014,1012016,2,RENT,Low,47000,1,3000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,20.99,E,5,10.21,2037.35,1267.79,0,113.01,cannught
20137521,2014,01/07/2014,1012016,2,RENT,Low,70000,1,7000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,11.67,B,2,14.47,4165.2,3195.94,0,231.4,munster
20558902,2014,01/07/2014,1012016,4,RENT,Low,60000,1,16000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,18.24,D,4,10.54,10446.66,6920.53,0,580.37,ulster
20538540,2014,01/07/2014,1102015,9,RENT,Medium,198000,2,21000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,16.99,D,4,8.7,24822.57,21000,0,748.61,ulster
20488546,2014,01/07/2014,1012016,10,OWN,Low,40000,1,9125, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,13.35,C,3,9.12,7044,5729.38,0,309,cannught
20140252,2014,01/07/2014,1052015,3,RENT,Low,38000,1,2975, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,19.52,E,5,32.06,3413.21,2975,0,109.84,ulster
19687040,2014,01/07/2014,1012016,9,RENT,Medium,128000,2,8800, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,18.99,E,5,11.3,5805.54,3782.37,0,322.53,leinster
18854897,2014,01/07/2014,1102014,3,MORTGAGE,Medium,145000,2,27050, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,18.24,D,4,15.24,28270.68077,27050,0,690.43,ulster
18976311,2014,01/07/2014,1102014,0.5,RENT,Low,75000,1,25450, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,22.15,E,5,14.94,26831.20382,25450,0,973.93,ulster
20458359,2014,01/07/2014,1012016,10,RENT,Low,60000,1,7000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,17.57,D,4,21.12,4542.88,3044.73,0,251.56,Northern-Irl
20208577,2014,01/07/2014,1012016,0.5,RENT,Low,53000,1,19050, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,18.99,E,5,11.41,8893.26,3975.01,0,494.07,leinster
20258448,2014,01/07/2014,1012016,2,RENT,Low,40000,1,14375, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,19.52,E,5,27.21,6786.54,2966.82,0,377.03,ulster
